StudentID,grad_year,sex,first_gen,admit_type,terms_enrl_ct,studied_away,major_ct,major1,major2,major3,major1_division,major2_division,major3_division,maj_Art,maj_Music,maj_TheaterDance,maj_AsianLanguagesCultures,maj_Classics,maj_English,maj_French,maj_German,maj_Russian,maj_History,maj_Linguistics,maj_Philosophy,maj_ReligiousStudies,maj_SpanishPortuguese,maj_AmericanStudies,maj_EducationalStudies,maj_EnvironmentalStudies,maj_InternationalStudies,maj_LatinAmericanStudies,maj_MediaCulturalStudies,maj_WomenGenderSexualityStudies,maj_Biology,maj_Chemistry,maj_Geology,maj_Mathematics,maj_NeuroscienceStudies,maj_Physics,maj_ComputerScience,maj_Anthropology,maj_Economics,maj_Geography,maj_PoliticalScience,maj_Psychology,maj_Sociology,concentration_ct,Conc1Desc,Conc2Desc,prefix_count,tot_enroll_ct,FineArts_count,Humanities_count,Interdisciplinary_count,NatScienceandMath_count,SocialSciences_count,NonDivisional_count,FineArts_3orfewer,Humanities_3orfewer,Interdisciplinary_3orfewer,NatScienceandMath_3orfewer,SocialSciences_3orfewer
2196,2017-18,M,not first gen,FYR,8,0,2,Economics,Political Science, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0, , ,8,35,5,1,3,4,21,1,0,1,1,0,0
2197,2017-18,M,not first gen,FYR,8,0,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,12,34,1,5,5,4,18,1,1,0,0,0,0
2198,2017-18,F,not first gen,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,15,32,2,5,6,3,15,1,1,0,0,1,0
2199,2017-18,F,not first gen,FYR,8,0,2,Psychology,Neuroscience Studies, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0, , ,13,48,5,5,1,19,14,4,0,0,1,0,0
2200,2017-18,M,first gen,FYR,8,1,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,13,34,1,6,2,5,14,6,1,0,1,0,0
2201,2017-18,M,not first gen,FYR,8,1,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,18,40,8,9,13,2,3,5,0,0,0,1,1
2202,2017-18,M,not first gen,FYR,8,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Community & Global Health, ,15,35,1,10,1,20,1,2,1,0,1,0,1
2203,2017-18,M,not first gen,FYR,8,0,2,Political Science,Economics, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Human Rights & Humanitarianism,International Development,11,34,0,7,1,2,21,3,1,0,1,1,0
2204,2017-18,M,not first gen,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,0,4,1,24,4,0,1,0,1,0,0
2205,2017-18,F,not first gen,FYR,8,1,2,Political Science,Computer Science, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0, , ,11,42,8,2,2,16,8,6,0,1,1,0,0
2206,2017-18,M,not first gen,FYR,8,1,2,Computer Science,Mathematics, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,9,44,14,3,0,22,4,1,0,1,1,0,0
2207,2017-18,F,not first gen,FYR,8,1,2,Environmental Studies,Geology, ,Interdisciplinary,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,10,45,12,3,12,12,1,5,0,1,0,0,1
2208,2017-18,F,not first gen,FYR,8,1,2,Psychology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,12,33,1,7,10,1,14,0,1,0,0,1,0
2209,2017-18,F,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,34,2,7,10,2,12,1,1,0,0,1,0
2210,2017-18,F,not first gen,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,39,10,5,1,22,1,0,0,0,1,0,1
2211,2017-18,M,not first gen,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Legal Studies, ,10,34,0,12,1,2,13,6,1,0,1,1,0
2212,2017-18,F,not first gen,FYR,8,1,1,Theater and Dance, , ,Fine Arts, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,56,39,6,3,3,5,0,0,0,1,1,0
2213,2017-18,F,not first gen,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,4,1,19,8,1,1,0,1,0,0
2214,2017-18,F,not first gen,FYR,8,1,2,Russian Studies,Linguistics, ,Humanities,Humanities, ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,42,2,32,2,4,1,1,1,0,1,0,1
2215,2017-18,F,not first gen,FYR,8,1,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,16,37,4,7,1,16,5,4,0,0,1,0,0
2216,2017-18,F,first gen,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,14,36,2,6,3,8,11,6,1,0,1,0,0
2217,2017-18,F,not first gen,FYR,8,1,1,Art, , ,Fine Arts, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,33,17,5,9,1,0,1,0,0,0,1,1
2218,2017-18,F,not first gen,FYR,8,0,2,Psychology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,8,32,6,4,8,0,13,1,0,0,0,1,0
2219,2017-18,M,not first gen,FYR,8,0,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,33,2,15,12,3,0,1,1,0,0,1,1
2220,2017-18,M, ,TRN, ,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,24,0,3,0,17,3,1,1,1,1,0,1
2221,2017-18,F,not first gen,FYR,8,1,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Community & Global Health, ,15,34,1,10,2,10,7,4,1,0,1,0,0
2222,2017-18,F,not first gen,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,15,34,5,11,4,2,10,2,0,0,0,1,0
2223,2017-18,F,not first gen,FYR,8,1,2,Art,Spanish/Portuguese (prior Hispanic Studies), ,Fine Arts,Humanities, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,37,13,20,1,1,1,1,0,0,1,1,1
2224,2017-18,F,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,African Studies,Human Rights & Humanitarianism,11,32,1,4,9,3,11,4,1,0,0,1,0
2225,2017-18,F,not first gen,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Food, Agriculture, Society", ,12,53,24,5,12,3,6,3,0,0,0,1,0
2226,2017-18,F,not first gen,FYR,8,0,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,29,3,2,18,4,1,1,1,1,0,0,1
2227,2017-18,F,not first gen,FYR,8,1,2,Latin American Studies,International Studies, ,Interdisciplinary,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,38,6,6,16,1,7,2,0,0,0,1,0
2228,2017-18,M,not first gen,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,13,35,2,5,1,4,18,5,1,0,1,0,0
2229,2017-18,F,not first gen,FYR,8,1,2,Psychology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Community & Global Health, ,12,35,1,6,7,2,14,5,1,0,0,1,0
2230,2017-18,M,first gen,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Legal Studies, ,9,30,0,14,1,2,13,0,1,0,1,1,0
2231,2017-18,F,not first gen,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Legal Studies, ,13,29,2,8,2,3,13,1,1,0,1,1,0
2232,2017-18,M,not first gen,FYR,8,1,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,13,34,2,5,2,3,21,1,1,0,1,1,0
2233,2017-18,F,first gen,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,10,30,1,7,3,1,15,3,1,0,1,1,0
2234,2017-18,M,not first gen,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,29,5,4,3,16,1,0,0,0,1,0,1
2235,2017-18,M,not first gen,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,12,35,2,17,4,1,7,4,1,0,0,1,0
2236,2017-18,M,not first gen,FYR,8,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,13,34,1,4,2,16,10,1,1,0,1,0,0
2237,2017-18,F,not first gen,FYR,8,0,1,Art, , ,Fine Arts, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,41,29,3,1,2,3,3,0,1,1,1,1
2238,2017-18,M,not first gen,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,35,2,9,16,2,4,2,1,0,0,1,0
2239,2017-18,M,first gen,FYR,8,0,2,American Studies,Educational Studies, ,Interdisciplinary,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,32,1,10,17,3,1,0,1,0,0,1,1
2240,2017-18,M,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,11,34,2,5,0,4,20,3,1,0,1,0,0
2241,2017-18,M,not first gen,FYR,8,0,2,Economics,Media and Cultural Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,7,28,1,2,11,2,11,1,1,1,0,1,0
2242,2017-18,M,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,International Development, ,13,34,1,3,14,4,11,1,1,1,0,0,0
2243,2017-18,M,not first gen,FYR,8,0,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,1,20,0,4,4,4,1,0,1,0,0
2244,2017-18,F,not first gen,FYR,8,1,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,15,36,4,4,2,16,7,3,0,0,1,0,0
2245,2017-18,F,not first gen,FYR,8,1,1,Spanish/Portuguese (prior Hispanic Studies), , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,52,30,15,3,1,3,0,0,0,1,1,1
2246,2017-18,F,not first gen,FYR,8,1,1,Art, , ,Fine Arts, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,32,15,7,1,2,5,2,0,0,1,1,0
2247,2017-18,M,not first gen,FYR,8,1,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,11,28,3,1,2,3,15,4,1,1,1,1,0
2248,2017-18,F,not first gen,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Human Rights & Humanitarianism, ,15,36,1,8,5,2,13,7,1,0,0,1,0
2249,2017-18,F,not first gen,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,9,40,9,4,1,0,23,3,0,0,1,1,0
2250,2017-18,M,not first gen,FYR,8,1,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,17,36,3,6,0,17,5,5,1,0,1,0,0
2251,2017-18,F,not first gen,FYR,8,1,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,15,38,1,4,4,21,7,1,1,0,0,0,0
2252,2017-18,M,not first gen,FYR,8,1,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,52,23,4,3,20,2,0,0,0,1,0,1
2253,2017-18,F,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Human Rights & Humanitarianism, ,14,40,2,1,13,5,10,9,1,1,0,0,0
2254,2017-18,F,first gen,FYR,8,0,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,15,33,1,5,3,13,9,2,1,0,1,0,0
2255,2017-18,F, ,TRN, ,0,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,28,0,5,14,2,5,2,1,0,0,1,0
2256,2017-18,F,not first gen,FYR,8,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Legal Studies, ,12,36,1,8,1,3,19,4,1,0,1,1,0
2257,2017-18,M,not first gen,FYR,8,1,2,Economics,Geography, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0, , ,10,35,1,4,1,2,25,2,1,0,1,1,0
2258,2017-18,F,first gen,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,14,33,1,7,4,3,14,4,1,0,0,1,0
2259,2017-18,M,not first gen,FYR,8,0,2,Biology,Psychology, ,Natural Sciences and Mathematics,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,10,35,0,5,1,15,12,2,1,0,1,0,0
2260,2017-18,M,not first gen,FYR,8,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,6,37,10,1,0,15,11,0,0,1,1,0,0
2261,2017-18,F,not first gen,FYR,8,1,2,Asian Languages and Cultures,Economics, ,Humanities,Social Sciences, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,9,36,2,11,0,3,17,3,1,0,1,1,0
2262,2017-18,F,not first gen,FYR,8,1,2,International Studies,Classics, ,Interdisciplinary,Humanities, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Middle East St Islamic Civ,International Development,13,38,4,13,5,3,10,3,0,0,0,1,0
2263,2017-18,M,not first gen,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,9,29,0,11,3,0,15,0,1,0,1,1,0
2264,2017-18,M,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,14,35,4,2,5,7,14,3,0,1,0,0,0
2265,2017-18,M,not first gen,FYR,8,0,2,Philosophy,Political Science, ,Humanities,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,14,34,2,13,1,3,13,2,1,0,1,1,0
2266,2017-18,M,first gen,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,31,0,7,4,17,2,1,1,0,0,0,1
2267,2017-18,F,not first gen,FYR,8,1,2,Geography,Art, ,Social Sciences,Fine Arts, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,8,35,14,0,1,2,12,6,0,1,1,1,0
2268,2017-18,F,first gen,FYR,8,1,2,Latin American Studies,Anthropology, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Community & Global Health, ,14,37,2,3,4,4,18,6,1,1,0,0,0
2269,2017-18,F,not first gen,FYR,8,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,16,30,1,5,1,18,4,1,1,0,1,0,0
2270,2017-18,F,not first gen,FYR,8,1,1,Classics, , ,Humanities, , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,34,2,21,1,9,0,1,1,0,1,0,1
2271,2017-18,F,not first gen,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,40,1,5,13,6,8,7,1,0,0,0,0
2272,2017-18,F,not first gen,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,40,7,10,1,18,1,3,0,0,1,0,1
2273,2017-18,F,not first gen,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,11,32,0,6,1,4,16,5,1,0,1,0,0
2274,2017-18,F,not first gen,FYR,8,1,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Urban Studies, ,14,37,6,8,2,11,7,3,0,0,1,0,0
2275,2017-18,F,not first gen,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Community & Global Health, ,14,37,1,10,2,3,18,3,1,0,1,1,0
2276,2017-18,F,first gen,FYR,8,0,2,Psychology,Biology, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,12,36,0,4,1,17,11,3,1,0,1,0,0
2277,2017-18,M,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,International Development,"Food, Agriculture, Society",11,32,2,1,10,2,15,2,1,1,0,1,0
2278,2017-18,F,not first gen,FYR,8,0,2,Sociology,Educational Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,15,34,3,6,10,3,10,2,1,0,0,1,0
2279,2017-18,M,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,9,30,1,3,1,10,15,0,1,1,1,0,0
2280,2017-18,F,not first gen,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,33,0,8,0,21,4,0,1,0,1,0,0
2281,2017-18,F,first gen,FYR,8,0,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,14,38,8,8,3,13,2,4,0,0,1,0,1
2282,2017-18,F,not first gen,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,10,44,11,5,6,1,16,5,0,0,0,1,0
2283,2017-18,M,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,13,36,1,7,0,17,11,0,1,0,1,0,0
2284,2017-18,F,not first gen,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,14,35,9,8,2,2,11,3,0,0,1,1,0
